pipeline_weight,query_id,retrieved_document_ids,binary_at_k,rank_score
0.6,35084347_0,"['35084347_0', '33669930_0', '35084347_1', '37205713_0', '30324429_0', '37369833_1', '37580483_2', '37090406_0', '33669930_1', '37390881_0']",1,1.0
0.6,36006128_1,"['36006128_1', '36006128_0', '32467965_0', '33395950_0', '33395950_2', '37295163_0', '33965815_0', '33965815_1', '37119029_0', '37395839_0']",1,1.0
0.6,32389114_0,"['34902070_0', '36236367_0', '36121302_0', '37550811_0', '29993663_1', '37880301_0', '37387116_0', '32325045_0', '36863192_0', '37397344_0']",0,0.0
0.6,36869577_1,"['36869577_1', '37002661_1', '34901650_1', '36156440_1', '35062599_1', '37002661_0', '36869577_0', '35901950_1', '34864427_1', '37421911_1']",1,1.0
0.6,37522048_1,"['32593387_2', '32593387_1', '37522048_1', '37522048_0', '36207087_1', '35803247_0', '35803247_1', '32593387_0', '36009560_0', '37423948_0']",1,0.3333333333333333
0.6,30798379_0,"['30798379_1', '34394875_0', '33443958_0', '33892536_0', '33303289_0', '37113471_1', '34571619_0', '33290209_1', '36751125_0', '37420572_1']",0,0.0
0.6,26804185_0,"['26804185_1', '26804185_0', '26303559_1', '24342773_1', '24342773_0', '26303559_0', '37882420_0', '32559319_2', '37285715_1', '37399053_1']",1,0.5
0.65,24735984_1,"['24735984_1', '24735984_0', '31135604_1', '31135604_0', '24904465_0', '32345797_0', '28802183_0', '26443619_0', '36743594_1', '37426831_0']",1,1.0
0.65,34936469_0,"['34936469_0', '34889852_0', '35726190_1', '36066369_2', '35461201_0', '36719475_1', '37365659_0', '34889852_1', '34388677_1', '37393130_0']",1,1.0
0.65,31348912_1,"['31348912_1', '30908490_1', '37761332_0', '35294295_1', '26504090_0', '34393912_0', '37799591_1', '32848684_0', '33835637_1', '37395383_0']",1,1.0
0.65,35084347_0,"['35084347_0', '33669930_0', '35084347_1', '37205713_0', '30324429_0', '37369833_1', '37580483_2', '37090406_0', '33669930_1', '37390881_0']",1,1.0
0.65,36006128_1,"['36006128_1', '36006128_0', '32467965_0', '33395950_0', '33395950_2', '37295163_0', '33965815_0', '33965815_1', '37119029_0', '37395839_0']",1,1.0
0.65,32389114_0,"['34902070_0', '36236367_0', '36121302_0', '37550811_0', '29993663_1', '37880301_0', '37387116_0', '32325045_0', '36863192_0', '37397344_0']",0,0.0
0.65,36869577_1,"['36869577_1', '37002661_1', '34901650_1', '36156440_1', '35062599_1', '37002661_0', '36869577_0', '35901950_1', '34864427_1', '37421911_1']",1,1.0
0.65,37522048_1,"['32593387_2', '32593387_1', '37522048_1', '37522048_0', '36207087_1', '35803247_0', '35803247_1', '32593387_0', '36009560_0', '37423948_0']",1,0.3333333333333333
0.65,30798379_0,"['30798379_1', '34394875_0', '33443958_0', '33892536_0', '33303289_0', '37113471_1', '34571619_0', '33290209_1', '36751125_0', '37420572_1']",0,0.0
0.65,26804185_0,"['26804185_1', '26804185_0', '26303559_1', '24342773_1', '24342773_0', '26303559_0', '37882420_0', '32559319_2', '37285715_1', '37399053_1']",1,0.5
0.7,24735984_1,"['24735984_1', '24735984_0', '31135604_1', '31135604_0', '24904465_0', '32345797_0', '28802183_0', '26443619_0', '36743594_1', '37426831_0']",1,1.0
0.7,34936469_0,"['34936469_0', '34889852_0', '35726190_1', '36066369_2', '35461201_0', '36719475_1', '37365659_0', '34889852_1', '34388677_1', '37393130_0']",1,1.0
0.7,31348912_1,"['31348912_1', '30908490_1', '37761332_0', '35294295_1', '26504090_0', '34393912_0', '37799591_1', '32848684_0', '33835637_1', '37395383_0']",1,1.0
0.7,35084347_0,"['35084347_0', '33669930_0', '35084347_1', '37205713_0', '30324429_0', '37369833_1', '37580483_2', '37090406_0', '33669930_1', '37390881_0']",1,1.0
0.7,36006128_1,"['36006128_1', '36006128_0', '32467965_0', '33395950_0', '33395950_2', '37295163_0', '33965815_0', '33965815_1', '37119029_0', '37395839_0']",1,1.0
0.7,32389114_0,"['34902070_0', '36236367_0', '36121302_0', '37550811_0', '29993663_1', '37880301_0', '37387116_0', '32325045_0', '36863192_0', '37397344_0']",0,0.0
0.7,36869577_1,"['36869577_1', '37002661_1', '34901650_1', '36156440_1', '35062599_1', '37002661_0', '36869577_0', '35901950_1', '34864427_1', '37421911_1']",1,1.0
0.7,37522048_1,"['32593387_2', '32593387_1', '37522048_1', '37522048_0', '36207087_1', '35803247_0', '35803247_1', '32593387_0', '36009560_0', '37423948_0']",1,0.3333333333333333
0.7,30798379_0,"['30798379_1', '34394875_0', '33443958_0', '33892536_0', '33303289_0', '37113471_1', '34571619_0', '33290209_1', '36751125_0', '37420572_1']",0,0.0
0.7,26804185_0,"['26804185_1', '26804185_0', '26303559_1', '24342773_1', '24342773_0', '26303559_0', '37882420_0', '32559319_2', '37285715_1', '37399053_1']",1,0.5
0.75,24735984_1,"['24735984_1', '24735984_0', '31135604_1', '31135604_0', '24904465_0', '32345797_0', '28802183_0', '26443619_0', '36743594_1', '37426831_0']",1,1.0
0.75,34936469_0,"['34936469_0', '34889852_0', '35726190_1', '36066369_2', '35461201_0', '36719475_1', '37365659_0', '34889852_1', '34388677_1', '37393130_0']",1,1.0
0.75,31348912_1,"['31348912_1', '30908490_1', '37761332_0', '35294295_1', '26504090_0', '34393912_0', '37799591_1', '32848684_0', '33835637_1', '37395383_0']",1,1.0
0.75,35084347_0,"['35084347_0', '33669930_0', '35084347_1', '37205713_0', '30324429_0', '37369833_1', '37580483_2', '37090406_0', '33669930_1', '37390881_0']",1,1.0
0.75,36006128_1,"['36006128_1', '36006128_0', '32467965_0', '33395950_0', '33395950_2', '37295163_0', '33965815_0', '33965815_1', '37119029_0', '37395839_0']",1,1.0
0.75,32389114_0,"['34902070_0', '36236367_0', '36121302_0', '37550811_0', '29993663_1', '37880301_0', '37387116_0', '32325045_0', '36863192_0', '37397344_0']",0,0.0
0.75,36869577_1,"['36869577_1', '37002661_1', '34901650_1', '36156440_1', '35062599_1', '37002661_0', '36869577_0', '35901950_1', '34864427_1', '37421911_1']",1,1.0
0.75,37522048_1,"['32593387_2', '32593387_1', '37522048_1', '37522048_0', '36207087_1', '35803247_0', '35803247_1', '32593387_0', '36009560_0', '37423948_0']",1,0.3333333333333333
0.75,30798379_0,"['30798379_1', '34394875_0', '33443958_0', '33892536_0', '33303289_0', '37113471_1', '34571619_0', '33290209_1', '36751125_0', '37420572_1']",0,0.0
0.75,26804185_0,"['26804185_1', '26804185_0', '26303559_1', '24342773_1', '24342773_0', '26303559_0', '37882420_0', '32559319_2', '37285715_1', '37399053_1']",1,0.5
0.8,24735984_1,"['24735984_1', '24735984_0', '31135604_1', '31135604_0', '24904465_0', '32345797_0', '28802183_0', '26443619_0', '36743594_1', '37426831_0']",1,1.0
0.8,34936469_0,"['34936469_0', '34889852_0', '35726190_1', '36066369_2', '35461201_0', '36719475_1', '37365659_0', '34889852_1', '34388677_1', '37393130_0']",1,1.0
0.8,31348912_1,"['31348912_1', '30908490_1', '37761332_0', '35294295_1', '26504090_0', '34393912_0', '37799591_1', '32848684_0', '33835637_1', '37395383_0']",1,1.0
0.8,35084347_0,"['35084347_0', '33669930_0', '35084347_1', '37205713_0', '30324429_0', '37369833_1', '37580483_2', '37090406_0', '33669930_1', '37390881_0']",1,1.0
0.8,36006128_1,"['36006128_1', '36006128_0', '32467965_0', '33395950_0', '33395950_2', '37295163_0', '33965815_0', '33965815_1', '37119029_0', '37395839_0']",1,1.0
0.8,32389114_0,"['34902070_0', '36236367_0', '36121302_0', '37550811_0', '29993663_1', '37880301_0', '37387116_0', '32325045_0', '36863192_0', '37397344_0']",0,0.0
0.8,36869577_1,"['36869577_1', '37002661_1', '34901650_1', '36156440_1', '35062599_1', '37002661_0', '36869577_0', '35901950_1', '34864427_1', '37421911_1']",1,1.0
0.8,37522048_1,"['32593387_2', '32593387_1', '37522048_1', '37522048_0', '36207087_1', '35803247_0', '35803247_1', '32593387_0', '36009560_0', '37423948_0']",1,0.3333333333333333
0.8,30798379_0,"['30798379_1', '34394875_0', '33443958_0', '33892536_0', '33303289_0', '37113471_1', '34571619_0', '33290209_1', '36751125_0', '37420572_1']",0,0.0
0.8,26804185_0,"['26804185_1', '26804185_0', '26303559_1', '24342773_1', '24342773_0', '26303559_0', '37882420_0', '32559319_2', '37285715_1', '37399053_1']",1,0.5
0.85,24735984_1,"['24735984_1', '24735984_0', '31135604_1', '31135604_0', '24904465_0', '32345797_0', '28802183_0', '26443619_0', '36743594_1', '37426831_0']",1,1.0
0.85,34936469_0,"['34936469_0', '34889852_0', '35726190_1', '36066369_2', '35461201_0', '36719475_1', '37365659_0', '34889852_1', '34388677_1', '37393130_0']",1,1.0
0.85,31348912_1,"['31348912_1', '30908490_1', '37761332_0', '35294295_1', '26504090_0', '34393912_0', '37799591_1', '32848684_0', '33835637_1', '37395383_0']",1,1.0
0.85,35084347_0,"['35084347_0', '33669930_0', '35084347_1', '37205713_0', '30324429_0', '37369833_1', '37580483_2', '37090406_0', '33669930_1', '37390881_0']",1,1.0
0.85,36006128_1,"['36006128_1', '36006128_0', '32467965_0', '33395950_0', '33395950_2', '37295163_0', '33965815_0', '33965815_1', '37119029_0', '37395839_0']",1,1.0
0.85,32389114_0,"['34902070_0', '36236367_0', '36121302_0', '37550811_0', '29993663_1', '37880301_0', '37387116_0', '32325045_0', '36863192_0', '37397344_0']",0,0.0
0.85,36869577_1,"['36869577_1', '37002661_1', '34901650_1', '36156440_1', '35062599_1', '37002661_0', '36869577_0', '35901950_1', '34864427_1', '37421911_1']",1,1.0
0.85,37522048_1,"['32593387_2', '32593387_1', '37522048_1', '37522048_0', '36207087_1', '35803247_0', '35803247_1', '32593387_0', '36009560_0', '37423948_0']",1,0.3333333333333333
0.85,30798379_0,"['30798379_1', '34394875_0', '33443958_0', '33892536_0', '33303289_0', '37113471_1', '34571619_0', '33290209_1', '36751125_0', '37420572_1']",0,0.0
0.85,26804185_0,"['26804185_1', '26804185_0', '26303559_1', '24342773_1', '24342773_0', '26303559_0', '37882420_0', '32559319_2', '37285715_1', '37399053_1']",1,0.5
0.9,24735984_1,"['24735984_1', '24735984_0', '31135604_1', '31135604_0', '24904465_0', '32345797_0', '28802183_0', '26443619_0', '36743594_1', '37426831_0']",1,1.0
0.9,34936469_0,"['34936469_0', '34889852_0', '35726190_1', '36066369_2', '35461201_0', '36719475_1', '37365659_0', '34889852_1', '34388677_1', '37393130_0']",1,1.0
0.9,31348912_1,"['31348912_1', '30908490_1', '37761332_0', '35294295_1', '26504090_0', '34393912_0', '37799591_1', '32848684_0', '33835637_1', '37395383_0']",1,1.0
0.9,35084347_0,"['35084347_0', '33669930_0', '35084347_1', '37205713_0', '30324429_0', '37369833_1', '37580483_2', '37090406_0', '33669930_1', '37390881_0']",1,1.0
0.9,36006128_1,"['36006128_1', '36006128_0', '32467965_0', '33395950_0', '33395950_2', '37295163_0', '33965815_0', '33965815_1', '37119029_0', '37395839_0']",1,1.0
0.9,32389114_0,"['34902070_0', '36236367_0', '36121302_0', '37550811_0', '29993663_1', '37880301_0', '37387116_0', '32325045_0', '36863192_0', '37397344_0']",0,0.0
0.9,36869577_1,"['36869577_1', '37002661_1', '34901650_1', '36156440_1', '35062599_1', '37002661_0', '36869577_0', '35901950_1', '34864427_1', '37421911_1']",1,1.0
0.9,37522048_1,"['32593387_2', '32593387_1', '37522048_1', '37522048_0', '36207087_1', '35803247_0', '35803247_1', '32593387_0', '36009560_0', '37423948_0']",1,0.3333333333333333
0.9,30798379_0,"['30798379_1', '34394875_0', '33443958_0', '33892536_0', '33303289_0', '37113471_1', '34571619_0', '33290209_1', '36751125_0', '37420572_1']",0,0.0
0.9,26804185_0,"['26804185_1', '26804185_0', '26303559_1', '24342773_1', '24342773_0', '26303559_0', '37882420_0', '32559319_2', '37285715_1', '37399053_1']",1,0.5
0.95,24735984_1,"['24735984_1', '24735984_0', '31135604_1', '31135604_0', '24904465_0', '32345797_0', '28802183_0', '26443619_0', '36743594_1', '37426831_0']",1,1.0
0.95,34936469_0,"['34936469_0', '34889852_0', '35726190_1', '36066369_2', '35461201_0', '36719475_1', '37365659_0', '34889852_1', '34388677_1', '37393130_0']",1,1.0
0.95,31348912_1,"['31348912_1', '30908490_1', '37761332_0', '35294295_1', '26504090_0', '34393912_0', '37799591_1', '32848684_0', '33835637_1', '37395383_0']",1,1.0
0.95,35084347_0,"['35084347_0', '33669930_0', '35084347_1', '37205713_0', '30324429_0', '37369833_1', '37580483_2', '37090406_0', '33669930_1', '37390881_0']",1,1.0
0.95,36006128_1,"['36006128_1', '36006128_0', '32467965_0', '33395950_0', '33395950_2', '37295163_0', '33965815_0', '33965815_1', '37119029_0', '37395839_0']",1,1.0
0.95,32389114_0,"['34902070_0', '36236367_0', '36121302_0', '37550811_0', '29993663_1', '37880301_0', '37387116_0', '32325045_0', '36863192_0', '37397344_0']",0,0.0
0.95,36869577_1,"['36869577_1', '37002661_1', '34901650_1', '36156440_1', '35062599_1', '37002661_0', '36869577_0', '35901950_1', '34864427_1', '37421911_1']",1,1.0
0.95,37522048_1,"['32593387_2', '32593387_1', '37522048_1', '37522048_0', '36207087_1', '35803247_0', '35803247_1', '32593387_0', '36009560_0', '37423948_0']",1,0.3333333333333333
0.95,30798379_0,"['30798379_1', '34394875_0', '33443958_0', '33892536_0', '33303289_0', '37113471_1', '34571619_0', '33290209_1', '36751125_0', '37420572_1']",0,0.0
0.95,26804185_0,"['26804185_1', '26804185_0', '26303559_1', '24342773_1', '24342773_0', '26303559_0', '37882420_0', '32559319_2', '37285715_1', '37399053_1']",1,0.5
1.0,24735984_1,"['24735984_1', '24735984_0', '31135604_1', '31135604_0', '24904465_0', '32345797_0', '28802183_0', '26443619_0', '36743594_1', '37426831_0']",1,1.0
1.0,34936469_0,"['34936469_0', '34889852_0', '35726190_1', '36066369_2', '35461201_0', '36719475_1', '37365659_0', '34889852_1', '34388677_1', '37393130_0']",1,1.0
1.0,31348912_1,"['31348912_1', '30908490_1', '37761332_0', '35294295_1', '26504090_0', '34393912_0', '37799591_1', '32848684_0', '33835637_1', '37395383_0']",1,1.0
1.0,35084347_0,"['35084347_0', '33669930_0', '35084347_1', '37205713_0', '30324429_0', '37369833_1', '37580483_2', '37090406_0', '33669930_1', '37390881_0']",1,1.0
1.0,36006128_1,"['36006128_1', '36006128_0', '32467965_0', '33395950_0', '33395950_2', '37295163_0', '33965815_0', '33965815_1', '37119029_0', '37395839_0']",1,1.0
1.0,32389114_0,"['34902070_0', '36236367_0', '36121302_0', '37550811_0', '29993663_1', '37880301_0', '37387116_0', '32325045_0', '36863192_0', '37397344_0']",0,0.0
1.0,36869577_1,"['36869577_1', '37002661_1', '34901650_1', '36156440_1', '35062599_1', '37002661_0', '36869577_0', '35901950_1', '34864427_1', '37421911_1']",1,1.0
1.0,37522048_1,"['32593387_2', '32593387_1', '37522048_1', '37522048_0', '36207087_1', '35803247_0', '35803247_1', '32593387_0', '36009560_0', '37423948_0']",1,0.3333333333333333
1.0,30798379_0,"['30798379_1', '34394875_0', '33443958_0', '33892536_0', '33303289_0', '37113471_1', '34571619_0', '33290209_1', '36751125_0', '37420572_1']",0,0.0
1.0,26804185_0,"['26804185_1', '26804185_0', '26303559_1', '24342773_1', '24342773_0', '26303559_0', '37882420_0', '32559319_2', '37285715_1', '37399053_1']",1,0.5
0.0,32081620_0,"['37717772_1', '37717772_0', '34443635_0', '34358728_0', '36907394_0', '34728355_0', '32081620_0', '37800812_1', '37355776_0', '37390578_0']",0,0.14285714285714285
0.0,35238534_1,"['23783296_0', '23776091_0', '23783296_1', '23782614_0', '23764236_0', '23775979_0', '23770126_0', '23776244_0', '23769089_0', '23767925_0']",0,0.0
0.0,37733025_2,"['33849021_1', '35162902_0', '33264805_1', '32785796_0', '37142815_0', '37397861_0', '31820014_0', '32060219_0', '37733025_2', '33136182_0']",0,0.1111111111111111
0.0,36745739_2,"['23751886_0', '28455721_0', '25525157_0', '37397318_1', '35170025_0', '36745739_1', '25318015_0', '36745739_0', '34342371_1', '36745739_2']",0,0.1
0.0,37120698_0,"['35551008_1', '37120698_1', '37120698_0', '36328750_1', '33879811_1', '34604441_1', '37394613_0', '35684624_1', '37620432_0', '34763173_1']",1,0.3333333333333333
0.0,32821079_0,"['30104434_0', '37443899_1', '26405302_0', '35472124_1', '32821079_0', '30109047_0', '30109047_1', '31217648_0', '33523548_0', '32645058_1']",0,0.2
0.0,35557652_1,"['30422477_0', '37870184_1', '34975380_0', '36950108_0', '31667497_0', '32717952_1', '35557652_1', '37630946_1', '37428275_1', '36431733_1']",0,0.14285714285714285
0.0,35869249_0,"['33832519_1', '36816625_1', '37512104_1', '37405196_1', '36444216_1', '37311965_1', '35869249_0', '36940755_0', '36241132_1', '36831685_1']",0,0.14285714285714285
0.0,36410708_1,"['36410708_1', '36245759_0', '36728784_0', '36410708_0', '37399055_2', '32735906_0', '35134543_0', '32735906_2', '31344328_0', '30316669_0']",1,1.0
0.0,34260359_1,"['37025884_0', '36981277_1', '34260359_0', '34260359_1', '36756212_0', '30415370_1', '37401373_0', '33946909_0', '35349067_1', '37887989_0']",0,0.25
0.05,32081620_0,"['32081620_0', '37717772_0', '37717772_1', '37355776_0', '36907394_0', '34358728_0', '34728355_0', '34443635_0', '37800812_1', '37390578_0']",1,1.0
0.05,35238534_1,"['23783296_0', '23776091_0', '23783296_1', '23782614_0', '23764236_0', '23775979_0', '23770126_0', '23776244_0', '23769089_0', '34240560_1']",0,0.0
0.05,37733025_2,"['37733025_2', '32785796_0', '32060219_0', '33264805_1', '35162902_0', '33849021_1', '37142815_0', '33136182_0', '31820014_0', '37397861_0']",1,1.0
0.05,36745739_2,"['36745739_2', '25525157_0', '25318015_0', '36745739_0', '36745739_1', '28455721_0', '35170025_0', '23751886_0', '34342371_1', '37397318_1']",1,1.0
0.05,37120698_0,"['37120698_1', '37620432_0', '37120698_0', '34604441_1', '34763173_1', '36328750_1', '35684624_1', '33879811_1', '35551008_1', '37394613_0']",1,0.3333333333333333
0.05,32821079_0,"['32821079_0', '30109047_0', '31217648_0', '30109047_1', '26405302_0', '30104434_0', '32645058_1', '35472124_1', '33523548_0', '37443899_1']",1,1.0
0.05,35557652_1,"['35557652_1', '36431733_1', '36950108_0', '37870184_1', '31667497_0', '32717952_1', '37428275_1', '37630946_1', '34975380_0', '30422477_0']",1,1.0
0.05,35869249_0,"['35869249_0', '37512104_1', '33832519_1', '36444216_1', '36241132_1', '37311965_1', '36831685_1', '36940755_0', '36816625_1', '37405196_1']",1,1.0
0.05,36410708_1,"['36410708_1', '36410708_0', '36728784_0', '32735906_2', '36245759_0', '32735906_0', '30316669_0', '31344328_0', '35134543_0', '37399055_2']",1,1.0
0.05,34260359_1,"['34260359_1', '34260359_0', '36756212_0', '37887989_0', '35349067_1', '33946909_0', '37025884_0', '30415370_1', '36981277_1', '37401373_0']",1,1.0
0.1,32081620_0,"['32081620_0', '37717772_0', '37717772_1', '37355776_0', '36907394_0', '34358728_0', '34728355_0', '34443635_0', '37800812_1', '37390578_0']",1,1.0
0.1,35238534_1,"['23783296_0', '23776091_0', '23783296_1', '23782614_0', '23764236_0', '23775979_0', '23770126_0', '23776244_0', '34240560_1', '35516603_1']",0,0.0
0.1,37733025_2,"['37733025_2', '32785796_0', '32060219_0', '33264805_1', '35162902_0', '33849021_1', '37142815_0', '33136182_0', '31820014_0', '37397861_0']",1,1.0
0.1,36745739_2,"['36745739_2', '25525157_0', '25318015_0', '36745739_0', '36745739_1', '28455721_0', '35170025_0', '23751886_0', '34342371_1', '37397318_1']",1,1.0
0.1,37120698_0,"['37120698_1', '37620432_0', '37120698_0', '34604441_1', '34763173_1', '36328750_1', '35684624_1', '33879811_1', '35551008_1', '37394613_0']",1,0.3333333333333333
0.1,32821079_0,"['32821079_0', '30109047_0', '31217648_0', '30109047_1', '26405302_0', '30104434_0', '32645058_1', '35472124_1', '33523548_0', '37443899_1']",1,1.0
0.1,35557652_1,"['35557652_1', '36431733_1', '36950108_0', '37870184_1', '31667497_0', '32717952_1', '37428275_1', '37630946_1', '34975380_0', '30422477_0']",1,1.0
0.1,35869249_0,"['35869249_0', '37512104_1', '33832519_1', '36444216_1', '36241132_1', '37311965_1', '36831685_1', '36940755_0', '36816625_1', '37405196_1']",1,1.0
0.1,36410708_1,"['36410708_1', '36410708_0', '36728784_0', '32735906_2', '36245759_0', '32735906_0', '30316669_0', '31344328_0', '35134543_0', '37399055_2']",1,1.0
0.1,34260359_1,"['34260359_1', '34260359_0', '36756212_0', '37887989_0', '35349067_1', '33946909_0', '37025884_0', '30415370_1', '36981277_1', '37401373_0']",1,1.0
0.15,32081620_0,"['32081620_0', '37717772_0', '37717772_1', '37355776_0', '36907394_0', '34358728_0', '34728355_0', '34443635_0', '37800812_1', '37390578_0']",1,1.0
0.15,35238534_1,"['23783296_0', '23776091_0', '23783296_1', '23782614_0', '23764236_0', '23775979_0', '23770126_0', '23776244_0', '34240560_1', '35516603_1']",0,0.0
0.15,37733025_2,"['37733025_2', '32785796_0', '32060219_0', '33264805_1', '35162902_0', '33849021_1', '37142815_0', '33136182_0', '31820014_0', '37397861_0']",1,1.0
0.15,36745739_2,"['36745739_2', '25525157_0', '25318015_0', '36745739_0', '36745739_1', '28455721_0', '35170025_0', '23751886_0', '34342371_1', '37397318_1']",1,1.0
0.15,37120698_0,"['37120698_1', '37620432_0', '37120698_0', '34604441_1', '34763173_1', '36328750_1', '35684624_1', '33879811_1', '35551008_1', '37394613_0']",1,0.3333333333333333
0.15,32821079_0,"['32821079_0', '30109047_0', '31217648_0', '30109047_1', '26405302_0', '30104434_0', '32645058_1', '35472124_1', '33523548_0', '37443899_1']",1,1.0
0.15,35557652_1,"['35557652_1', '36431733_1', '36950108_0', '37870184_1', '31667497_0', '32717952_1', '37428275_1', '37630946_1', '34975380_0', '30422477_0']",1,1.0
0.15,35869249_0,"['35869249_0', '37512104_1', '33832519_1', '36444216_1', '36241132_1', '37311965_1', '36831685_1', '36940755_0', '36816625_1', '37405196_1']",1,1.0
0.15,36410708_1,"['36410708_1', '36410708_0', '36728784_0', '32735906_2', '36245759_0', '32735906_0', '30316669_0', '31344328_0', '35134543_0', '37399055_2']",1,1.0
0.15,34260359_1,"['34260359_1', '34260359_0', '36756212_0', '37887989_0', '35349067_1', '33946909_0', '37025884_0', '30415370_1', '36981277_1', '37401373_0']",1,1.0
0.2,32081620_0,"['32081620_0', '37717772_0', '37717772_1', '37355776_0', '36907394_0', '34358728_0', '34728355_0', '34443635_0', '37800812_1', '37390578_0']",1,1.0
0.2,35238534_1,"['23783296_0', '23776091_0', '23783296_1', '23782614_0', '23764236_0', '23775979_0', '23770126_0', '34240560_1', '23776244_0', '35516603_1']",0,0.0
0.2,37733025_2,"['37733025_2', '32785796_0', '32060219_0', '33264805_1', '35162902_0', '33849021_1', '37142815_0', '33136182_0', '31820014_0', '37397861_0']",1,1.0
0.2,36745739_2,"['36745739_2', '25525157_0', '25318015_0', '36745739_0', '36745739_1', '28455721_0', '35170025_0', '23751886_0', '34342371_1', '37397318_1']",1,1.0
0.2,37120698_0,"['37120698_1', '37620432_0', '37120698_0', '34604441_1', '34763173_1', '36328750_1', '35684624_1', '33879811_1', '35551008_1', '37394613_0']",1,0.3333333333333333
0.2,32821079_0,"['32821079_0', '30109047_0', '31217648_0', '30109047_1', '26405302_0', '30104434_0', '32645058_1', '35472124_1', '33523548_0', '37443899_1']",1,1.0
0.2,35557652_1,"['35557652_1', '36431733_1', '36950108_0', '37870184_1', '31667497_0', '32717952_1', '37428275_1', '37630946_1', '34975380_0', '30422477_0']",1,1.0
0.2,35869249_0,"['35869249_0', '37512104_1', '33832519_1', '36444216_1', '36241132_1', '37311965_1', '36831685_1', '36940755_0', '36816625_1', '37405196_1']",1,1.0
0.2,36410708_1,"['36410708_1', '36410708_0', '36728784_0', '32735906_2', '36245759_0', '32735906_0', '30316669_0', '31344328_0', '35134543_0', '37399055_2']",1,1.0
0.2,34260359_1,"['34260359_1', '34260359_0', '36756212_0', '37887989_0', '35349067_1', '33946909_0', '37025884_0', '30415370_1', '36981277_1', '37401373_0']",1,1.0
0.25,32081620_0,"['32081620_0', '37717772_0', '37717772_1', '37355776_0', '36907394_0', '34358728_0', '34728355_0', '34443635_0', '37800812_1', '37390578_0']",1,1.0
0.25,35238534_1,"['23783296_0', '23776091_0', '23783296_1', '23782614_0', '23764236_0', '23775979_0', '23770126_0', '34240560_1', '35516603_1', '23776244_0']",0,0.0
0.25,37733025_2,"['37733025_2', '32785796_0', '32060219_0', '33264805_1', '35162902_0', '33849021_1', '37142815_0', '33136182_0', '31820014_0', '37397861_0']",1,1.0
0.25,36745739_2,"['36745739_2', '25525157_0', '25318015_0', '36745739_0', '36745739_1', '28455721_0', '35170025_0', '23751886_0', '34342371_1', '37397318_1']",1,1.0
0.25,37120698_0,"['37120698_1', '37620432_0', '37120698_0', '34604441_1', '34763173_1', '36328750_1', '35684624_1', '33879811_1', '35551008_1', '37394613_0']",1,0.3333333333333333
0.25,32821079_0,"['32821079_0', '30109047_0', '31217648_0', '30109047_1', '26405302_0', '30104434_0', '32645058_1', '35472124_1', '33523548_0', '37443899_1']",1,1.0
0.25,35557652_1,"['35557652_1', '36431733_1', '36950108_0', '37870184_1', '31667497_0', '32717952_1', '37428275_1', '37630946_1', '34975380_0', '30422477_0']",1,1.0
0.25,35869249_0,"['35869249_0', '37512104_1', '33832519_1', '36444216_1', '36241132_1', '37311965_1', '36831685_1', '36940755_0', '36816625_1', '37405196_1']",1,1.0
0.25,36410708_1,"['36410708_1', '36410708_0', '36728784_0', '32735906_2', '36245759_0', '32735906_0', '30316669_0', '31344328_0', '35134543_0', '37399055_2']",1,1.0
0.25,34260359_1,"['34260359_1', '34260359_0', '36756212_0', '37887989_0', '35349067_1', '33946909_0', '37025884_0', '30415370_1', '36981277_1', '37401373_0']",1,1.0
0.3,32081620_0,"['32081620_0', '37717772_0', '37717772_1', '37355776_0', '36907394_0', '34358728_0', '34728355_0', '34443635_0', '37800812_1', '37390578_0']",1,1.0
0.3,35238534_1,"['23783296_0', '23776091_0', '23783296_1', '23782614_0', '23764236_0', '34240560_1', '23775979_0', '35516603_1', '23770126_0', '35746434_0']",0,0.0
0.3,37733025_2,"['37733025_2', '32785796_0', '32060219_0', '33264805_1', '35162902_0', '33849021_1', '37142815_0', '33136182_0', '31820014_0', '37397861_0']",1,1.0
0.3,36745739_2,"['36745739_2', '25525157_0', '25318015_0', '36745739_0', '36745739_1', '28455721_0', '35170025_0', '23751886_0', '34342371_1', '37397318_1']",1,1.0
0.3,37120698_0,"['37120698_1', '37620432_0', '37120698_0', '34604441_1', '34763173_1', '36328750_1', '35684624_1', '33879811_1', '35551008_1', '37394613_0']",1,0.3333333333333333
0.3,32821079_0,"['32821079_0', '30109047_0', '31217648_0', '30109047_1', '26405302_0', '30104434_0', '32645058_1', '35472124_1', '33523548_0', '37443899_1']",1,1.0
0.3,35557652_1,"['35557652_1', '36431733_1', '36950108_0', '37870184_1', '31667497_0', '32717952_1', '37428275_1', '37630946_1', '34975380_0', '30422477_0']",1,1.0
0.3,35869249_0,"['35869249_0', '37512104_1', '33832519_1', '36444216_1', '36241132_1', '37311965_1', '36831685_1', '36940755_0', '36816625_1', '37405196_1']",1,1.0
0.3,36410708_1,"['36410708_1', '36410708_0', '36728784_0', '32735906_2', '36245759_0', '32735906_0', '30316669_0', '31344328_0', '35134543_0', '37399055_2']",1,1.0
0.3,34260359_1,"['34260359_1', '34260359_0', '36756212_0', '37887989_0', '35349067_1', '33946909_0', '37025884_0', '30415370_1', '36981277_1', '37401373_0']",1,1.0
